,BASIN,CYCLONE NO,DATE,TECHNUM,TECH,TAU,LAT,LON,VMAX,MSLP,TYPE,RAD,WINDCODE,RAD1,RAD2,RAD3,RAD4,P Outer,R Outer,RMW,GUSTS,EYE,SUBREGION,MAXSEAS,INITIALS,DIR,SPEED,NAME,DEPTH,SEAS,SEASCODE,SEAS1,SEAS2,SEAS3,SEAS4,TIME
1016,EP,02,2020-05-31 10:00:00,,BEST,0,138N,903W,35,1003,TS,34,NEQ,40,60,0,0,1009,270,40,0,0,,0,,0,0,TWO,,0,,0,0,0,0,10
1017,EP,02,2020-05-31 12:00:00,,BEST,0,141N,903W,35,1003,TS,34,NEQ,30,60,0,0,1009,240,30,45,0,E,0,,0,0,AMANDA,M,12,NEQ,30,40,0,0,12
1018,EP,12,2020-08-16 12:00:00,,BEST,0,113N,965W,30,1005,TD,0,,0,0,0,0,1008,150,30,40,0,E,0,,0,0,TWELVE,M,0,,0,0,0,0,12
1019,EP,12,2020-08-16 18:00:00,,BEST,0,118N,980W,35,1004,TS,34,NEQ,90,0,0,70,1010,150,25,45,0,E,0,,0,0,GENEVIEVE,M,0,,0,0,0,0,18
1020,EP,12,2020-08-17 00:00:00,,BEST,0,123N,995W,45,1001,TS,34,NEQ,80,40,0,60,1010,150,25,55,0,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,0
1021,EP,12,2020-08-17 06:00:00,,BEST,0,129N,1010W,55,998,TS,34,NEQ,110,70,50,90,1010,150,20,65,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,150,0,0,90,6
1022,EP,12,2020-08-17 06:00:00,,BEST,0,129N,1010W,55,998,TS,50,NEQ,30,0,0,0,1010,150,20,65,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,150,0,0,90,6
1023,EP,12,2020-08-17 12:00:00,,BEST,0,139N,1023W,65,992,HU,34,NEQ,110,70,50,90,1010,150,20,80,0,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,12
1024,EP,12,2020-08-17 12:00:00,,BEST,0,139N,1023W,65,992,HU,50,NEQ,40,30,0,30,1010,150,20,80,0,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,12
1025,EP,12,2020-08-17 12:00:00,,BEST,0,139N,1023W,65,992,HU,64,NEQ,20,0,0,0,1010,150,20,80,0,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,12
1026,EP,12,2020-08-17 18:00:00,,BEST,0,149N,1038W,75,984,HU,34,NEQ,120,120,60,100,1010,150,15,90,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,120,60,90,18
1027,EP,12,2020-08-17 18:00:00,,BEST,0,149N,1038W,75,984,HU,50,NEQ,50,50,30,40,1010,150,15,90,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,120,60,90,18
1028,EP,12,2020-08-17 18:00:00,,BEST,0,149N,1038W,75,984,HU,64,NEQ,20,20,0,20,1010,150,15,90,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,120,60,90,18
1029,EP,12,2020-08-18 00:00:00,,BEST,0,160N,1053W,85,976,HU,34,NEQ,120,120,60,100,1010,150,15,105,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,150,90,90,0
1030,EP,12,2020-08-18 00:00:00,,BEST,0,160N,1053W,85,976,HU,50,NEQ,60,50,30,40,1010,150,15,105,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,150,90,90,0
1031,EP,12,2020-08-18 00:00:00,,BEST,0,160N,1053W,85,976,HU,64,NEQ,25,20,15,20,1010,150,15,105,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,150,90,90,0
1032,EP,12,2020-08-18 06:00:00,,BEST,0,170N,1066W,90,970,HU,34,NEQ,130,110,80,100,1010,150,15,110,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,210,240,90,90,6
1033,EP,12,2020-08-18 06:00:00,,BEST,0,170N,1066W,90,970,HU,50,NEQ,60,50,30,40,1010,150,15,110,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,210,240,90,90,6
1034,EP,12,2020-08-18 06:00:00,,BEST,0,170N,1066W,90,970,HU,64,NEQ,25,20,15,20,1010,150,15,110,0,E,0,,0,0,GENEVIEVE,D,12,NEQ,210,240,90,90,6
1035,EP,12,2020-08-18 12:00:00,,BEST,0,177N,1076W,115,950,HU,34,NEQ,130,110,80,100,1010,150,15,0,20,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,12
1036,EP,12,2020-08-18 12:00:00,,BEST,0,177N,1076W,115,950,HU,50,NEQ,60,50,30,40,1010,150,15,0,20,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,12
1037,EP,12,2020-08-18 12:00:00,,BEST,0,177N,1076W,115,950,HU,64,NEQ,25,20,15,20,1010,150,15,0,20,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,12
1038,EP,12,2020-08-18 18:00:00,,BEST,0,183N,1083W,110,953,HU,34,NEQ,120,100,80,100,1010,150,15,0,20,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,18
1039,EP,12,2020-08-18 18:00:00,,BEST,0,183N,1083W,110,953,HU,50,NEQ,60,50,40,60,1010,150,15,0,20,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,18
1040,EP,12,2020-08-18 18:00:00,,BEST,0,183N,1083W,110,953,HU,64,NEQ,30,30,20,30,1010,150,15,0,20,E,0,,0,0,GENEVIEVE,D,0,,0,0,0,0,18
1041,EP,12,2020-08-19 00:00:00,,BEST,0,191N,1088W,105,953,HU,34,NEQ,120,100,80,100,1010,150,15,135,25,E,0,,0,0,GENEVIEVE,D,12,NEQ,195,270,150,150,0
1042,EP,12,2020-08-19 00:00:00,,BEST,0,191N,1088W,105,953,HU,50,NEQ,60,50,40,60,1010,150,15,135,25,E,0,,0,0,GENEVIEVE,D,12,NEQ,195,270,150,150,0
1043,EP,12,2020-08-19 00:00:00,,BEST,0,191N,1088W,105,953,HU,64,NEQ,30,30,20,30,1010,150,15,135,25,E,0,,0,0,GENEVIEVE,D,12,NEQ,195,270,150,150,0
1044,EP,12,2020-08-19 06:00:00,,BEST,0,199N,1092W,95,959,HU,34,NEQ,120,100,80,100,1010,150,15,120,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,200,240,180,180,6
1045,EP,12,2020-08-19 06:00:00,,BEST,0,199N,1092W,95,959,HU,50,NEQ,60,50,40,60,1010,150,15,120,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,200,240,180,180,6
1046,EP,12,2020-08-19 06:00:00,,BEST,0,199N,1092W,95,959,HU,64,NEQ,30,30,20,30,1010,150,15,120,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,200,240,180,180,6
1047,EP,12,2020-08-19 12:00:00,,BEST,0,206N,1096W,90,964,HU,34,NEQ,120,100,80,100,1008,150,15,120,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,200,270,150,210,12
1048,EP,12,2020-08-19 12:00:00,,BEST,0,206N,1096W,90,964,HU,50,NEQ,60,50,40,60,1008,150,15,120,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,200,270,150,210,12
1049,EP,12,2020-08-19 12:00:00,,BEST,0,206N,1096W,90,964,HU,64,NEQ,30,30,20,30,1008,150,15,120,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,200,270,150,210,12
1050,EP,12,2020-08-19 18:00:00,,BEST,0,211N,1099W,80,972,HU,34,NEQ,120,80,70,80,1008,150,15,105,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,210,180,180,18
1051,EP,12,2020-08-19 18:00:00,,BEST,0,211N,1099W,80,972,HU,50,NEQ,60,30,30,50,1008,150,15,105,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,210,180,180,18
1052,EP,12,2020-08-19 18:00:00,,BEST,0,211N,1099W,80,972,HU,64,NEQ,30,20,15,30,1008,150,15,105,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,210,180,180,18
1053,EP,12,2020-08-20 00:00:00,,BEST,0,217N,1100W,75,977,HU,34,NEQ,120,80,70,80,1008,150,15,90,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,210,180,180,0
1054,EP,12,2020-08-20 00:00:00,,BEST,0,217N,1100W,75,977,HU,50,NEQ,50,30,20,50,1008,150,15,90,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,210,180,180,0
1055,EP,12,2020-08-20 00:00:00,,BEST,0,217N,1100W,75,977,HU,64,NEQ,25,15,0,25,1008,150,15,90,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,210,180,180,0
1056,EP,12,2020-08-20 06:00:00,,BEST,0,223N,1105W,70,979,HU,34,NEQ,120,80,70,80,1008,120,15,85,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,180,150,180,6
1057,EP,12,2020-08-20 06:00:00,,BEST,0,223N,1105W,70,979,HU,50,NEQ,50,30,20,50,1008,120,15,85,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,180,150,180,6
1058,EP,12,2020-08-20 06:00:00,,BEST,0,223N,1105W,70,979,HU,64,NEQ,25,15,0,25,1008,120,15,85,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,180,180,150,180,6
1059,EP,12,2020-08-20 12:00:00,,BEST,0,229N,1112W,65,983,HU,34,NEQ,100,70,70,80,1008,120,15,80,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,150,150,150,150,12
1060,EP,12,2020-08-20 12:00:00,,BEST,0,229N,1112W,65,983,HU,50,NEQ,50,40,50,50,1008,120,15,80,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,150,150,150,150,12
1061,EP,12,2020-08-20 12:00:00,,BEST,0,229N,1112W,65,983,HU,64,NEQ,25,15,0,25,1008,120,15,80,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,150,150,150,150,12
1062,EP,12,2020-08-20 18:00:00,,BEST,0,234N,1120W,60,985,TS,34,NEQ,90,50,70,80,1008,120,20,75,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,150,150,150,150,18
1063,EP,12,2020-08-20 18:00:00,,BEST,0,234N,1120W,60,985,TS,50,NEQ,40,40,40,40,1008,120,20,75,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,150,150,150,150,18
1064,EP,12,2020-08-21 00:00:00,,BEST,0,237N,1129W,55,992,TS,34,NEQ,80,50,60,70,1008,120,30,65,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,75,120,120,120,0
1065,EP,12,2020-08-21 00:00:00,,BEST,0,237N,1129W,55,992,TS,50,NEQ,40,30,30,40,1008,120,30,65,20,E,0,,0,0,GENEVIEVE,D,12,NEQ,75,120,120,120,0
1066,EP,12,2020-08-21 06:00:00,,BEST,0,241N,1138W,45,999,TS,34,NEQ,70,40,40,60,1008,120,40,55,20,E,0,,0,0,GENEVIEVE,M,12,NEQ,90,120,90,90,6
1067,EP,12,2020-08-21 12:00:00,,BEST,0,247N,1145W,40,1001,TS,34,NEQ,70,40,30,60,1006,120,40,50,20,E,0,,0,0,GENEVIEVE,M,12,NEQ,75,75,75,90,12
1068,EP,12,2020-08-21 18:00:00,,BEST,0,254N,1152W,35,1003,LO,34,NEQ,70,0,0,0,1008,110,50,45,20,E,0,,0,0,GENEVIEVE,S,0,,0,0,0,0,18
1069,EP,12,2020-08-22 00:00:00,,BEST,0,262N,1162W,30,1005,LO,0,,0,0,0,0,1008,110,50,0,0,,0,,0,0,GENEVIEVE,,0,,0,0,0,0,0
1070,EP,12,2020-08-22 06:00:00,,BEST,0,270N,1174W,25,1007,LO,0,,0,0,0,0,1008,110,50,0,0,,0,,0,0,GENEVIEVE,,0,,0,0,0,0,6
1071,EP,14,2020-08-25 18:00:00,,BEST,0,150N,1175W,25,1006,LO,34,NEQ,0,0,0,0,1009,120,60,35,0,E,0,,0,0,INVEST,S,,,,,,,18
1072,EP,14,2020-08-26 00:00:00,,BEST,0,151N,1174W,25,1006,LO,34,NEQ,0,0,0,0,1009,120,60,35,0,E,0,,0,0,INVEST,S,,,,,,,0
1073,EP,14,2020-08-26 06:00:00,,BEST,0,152N,1173W,30,1005,LO,34,NEQ,0,0,0,0,1008,120,60,40,0,E,0,,0,0,INVEST,S,,,,,,,6
1074,EP,14,2020-08-26 12:00:00,,BEST,0,153N,1171W,30,1004,TD,34,NEQ,0,0,0,0,1008,120,60,40,0,E,0,,0,0,FOURTEEN,S,0,,0,0,0,0,12
1075,EP,14,2020-08-26 18:00:00,,BEST,0,155N,1168W,35,1004,TS,34,NEQ,0,90,0,0,1008,130,60,45,0,E,0,,0,0,ISELLE,S,,,,,,,18
1076,EP,14,2020-08-27 00:00:00,,BEST,0,158N,1165W,35,1003,TS,34,NEQ,0,90,90,0,1008,140,60,45,0,E,0,,0,0,ISELLE,S,,,,,,,0
1077,EP,14,2020-08-27 06:00:00,,BEST,0,163N,1162W,40,1001,TS,34,NEQ,0,80,80,0,1008,140,50,50,0,E,0,,0,0,ISELLE,M,12,NEQ,0,90,90,0,6
1078,EP,14,2020-08-27 12:00:00,,BEST,0,167N,1160W,40,1001,TS,34,NEQ,0,70,70,0,1008,150,40,50,0,E,0,,0,0,ISELLE,M,12,NEQ,30,120,90,0,12
1079,EP,14,2020-08-27 18:00:00,,BEST,0,171N,1158W,45,999,TS,34,NEQ,30,60,60,30,1008,150,30,55,0,E,0,,0,0,ISELLE,M,12,NEQ,60,150,90,0,18
1080,EP,14,2020-08-28 00:00:00,,BEST,0,174N,1157W,45,999,TS,34,NEQ,30,60,60,30,1007,150,30,55,0,E,0,,0,0,ISELLE,M,12,NEQ,90,180,60,0,0
1081,EP,14,2020-08-28 06:00:00,,BEST,0,177N,1156W,50,997,TS,34,NEQ,30,60,60,30,1007,150,20,60,0,E,0,,0,0,ISELLE,M,12,NEQ,120,120,90,0,6
1082,EP,14,2020-08-28 06:00:00,,BEST,0,177N,1156W,50,997,TS,50,NEQ,0,20,20,0,1007,150,20,60,0,E,0,,0,0,ISELLE,M,12,NEQ,120,120,90,0,6
1083,EP,14,2020-08-28 12:00:00,,BEST,0,181N,1155W,50,997,TS,34,NEQ,50,60,60,40,1007,160,20,60,0,E,0,,0,0,ISELLE,M,12,NEQ,90,90,60,30,12
1084,EP,14,2020-08-28 12:00:00,,BEST,0,181N,1155W,50,997,TS,50,NEQ,0,20,20,0,1007,160,20,60,0,E,0,,0,0,ISELLE,M,12,NEQ,90,90,60,30,12
1085,EP,14,2020-08-28 18:00:00,,BEST,0,185N,1154W,45,999,TS,34,NEQ,50,60,60,40,1007,160,20,55,0,E,0,,0,0,ISELLE,M,12,NEQ,90,90,60,30,18
1086,EP,14,2020-08-29 00:00:00,,BEST,0,190N,1152W,45,1000,TS,34,NEQ,40,50,50,40,1008,160,20,55,0,E,0,,0,0,ISELLE,M,12,NEQ,90,90,60,30,0
1087,EP,14,2020-08-29 06:00:00,,BEST,0,195N,1150W,40,1001,TS,34,NEQ,30,40,40,30,1008,160,30,50,0,E,0,,0,0,ISELLE,M,12,NEQ,90,60,30,0,6
1088,EP,14,2020-08-29 12:00:00,,BEST,0,200N,1148W,40,1001,TS,34,NEQ,30,40,40,30,1008,160,30,50,0,E,0,,0,0,ISELLE,M,12,NEQ,90,90,30,30,12
1089,EP,14,2020-08-29 18:00:00,,BEST,0,206N,1145W,40,1002,TS,34,NEQ,0,40,0,0,1008,160,40,50,0,E,0,,0,0,ISELLE,M,12,NEQ,90,90,30,30,18
1090,EP,14,2020-08-30 00:00:00,,BEST,0,214N,1142W,35,1003,TS,34,NEQ,0,40,0,0,1008,150,40,45,0,E,0,,0,0,ISELLE,M,,,,,,,0
1091,EP,14,2020-08-30 06:00:00,,BEST,0,221N,1138W,30,1004,TD,34,NEQ,0,0,0,0,1010,140,40,40,0,E,0,,0,0,ISELLE,S,12,NEQ,30,30,30,30,6
1092,EP,14,2020-08-30 12:00:00,,BEST,0,227N,1135W,30,1005,TD,34,NEQ,0,0,0,0,1010,140,40,40,0,E,0,,0,0,ISELLE,S,,,,,,,12
1093,EP,14,2020-08-30 18:00:00,,BEST,0,234N,1133W,25,1006,LO,34,NEQ,0,0,0,0,1011,140,40,35,0,E,0,,0,0,ISELLE,S,,,,,,,18
1094,EP,14,2020-08-31 00:00:00,,BEST,0,240N,1133W,20,1008,LO,34,NEQ,0,0,0,0,1011,140,40,0,0,,0,,0,0,ISELLE,,,,,,,,0
1095,EP,14,2020-08-31 06:00:00,,BEST,0,245N,1132W,15,1010,LO,34,NEQ,0,0,0,0,1012,130,50,0,0,,0,,0,0,ISELLE,,,,,,,,6
1096,EP,14,2020-08-31 12:00:00,,BEST,0,248N,1132W,15,1010,LO,34,NEQ,0,0,0,0,1012,120,60,0,0,,0,,0,0,ISELLE,,,,,,,,12
1097,AL,A8,2020-07-04 18:00:00,,BEST,0,282N,899W,20,1013,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS015,,0,,0,0,0,0,18
1098,AL,A8,2020-07-05 00:00:00,,BEST,0,282N,895W,20,1013,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS015,,0,,0,0,0,0,0
1099,AL,A8,2020-07-05 06:00:00,,BEST,0,282N,890W,20,1013,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS015,,0,,0,0,0,0,6
1100,AL,A8,2020-07-05 12:00:00,,BEST,0,282N,883W,20,1012,LO,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS015,,0,,0,0,0,0,12
1101,AL,A8,2020-07-05 18:00:00,,BEST,0,284N,874W,25,1010,LO,0,,0,0,0,0,1014,90,40,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
1102,AL,A8,2020-07-06 00:00:00,,BEST,0,290N,861W,30,1008,LO,0,,0,0,0,0,1012,90,30,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,0
1103,AL,A8,2020-07-06 06:00:00,,BEST,0,299N,854W,30,1009,LO,0,,0,0,0,0,1012,90,30,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
