,BASIN,CYCLONE NO,DATE,TECHNUM,TECH,TAU,LAT,LON,VMAX,MSLP,TYPE,RAD,WINDCODE,RAD1,RAD2,RAD3,RAD4,P Outer,R Outer,RMW,GUSTS,EYE,SUBREGION,MAXSEAS,INITIALS,DIR,SPEED,NAME,DEPTH,SEAS,SEASCODE,SEAS1,SEAS2,SEAS3,SEAS4,TIME
1600,AL,29,2020-11-11 06:00:00,,BEST,0,245N,842W,60,987,TS,34,NEQ,100,100,40,40,1009,270,40,65,0,L,0,,0,0,ETA,D,0,,0,0,0,0,6
1601,AL,29,2020-11-11 06:00:00,,BEST,0,245N,842W,60,987,TS,50,NEQ,60,30,0,0,1009,270,40,65,0,L,0,,0,0,ETA,D,0,,0,0,0,0,6
1602,AL,29,2020-11-11 12:00:00,,BEST,0,258N,839W,65,983,HU,34,NEQ,100,100,40,40,1009,270,50,80,0,L,0,,0,0,ETA,D,12,NEQ,90,75,60,90,12
1603,AL,29,2020-11-11 12:00:00,,BEST,0,258N,839W,65,983,HU,50,NEQ,70,50,0,0,1009,270,50,80,0,L,0,,0,0,ETA,D,12,NEQ,90,75,60,90,12
1604,AL,29,2020-11-11 12:00:00,,BEST,0,258N,839W,65,983,HU,64,NEQ,50,0,0,0,1009,270,50,80,0,L,0,,0,0,ETA,D,12,NEQ,90,75,60,90,12
1605,AL,29,2020-11-11 18:00:00,,BEST,0,268N,837W,60,990,TS,34,NEQ,100,100,30,90,1009,270,40,75,0,L,0,,0,0,ETA,D,12,NEQ,90,120,60,90,18
1606,AL,29,2020-11-11 18:00:00,,BEST,0,268N,837W,60,990,TS,50,NEQ,40,40,0,0,1009,270,40,75,0,L,0,,0,0,ETA,D,12,NEQ,90,120,60,90,18
1607,AL,29,2020-11-12 00:00:00,,BEST,0,279N,835W,55,992,TS,34,NEQ,100,100,30,90,1009,200,20,65,0,L,0,,0,0,ETA,D,12,NEQ,90,120,90,120,0
1608,AL,29,2020-11-12 00:00:00,,BEST,0,279N,835W,55,992,TS,50,NEQ,40,40,0,0,1009,200,20,65,0,L,0,,0,0,ETA,D,12,NEQ,90,120,90,120,0
1609,AL,29,2020-11-12 06:00:00,,BEST,0,287N,832W,50,994,TS,34,NEQ,90,100,20,60,1011,210,30,60,0,L,0,,0,0,ETA,D,12,NEQ,45,120,90,120,6
1610,AL,29,2020-11-12 06:00:00,,BEST,0,287N,832W,50,994,TS,50,NEQ,30,30,0,0,1011,210,30,60,0,L,0,,0,0,ETA,D,12,NEQ,45,120,90,120,6
1611,AL,29,2020-11-12 09:00:00,20,BEST,0,292N,829W,45,996,TS,34,NEQ,60,100,40,60,1011,210,30,0,0,,,,,,,,,,,,,,9
1612,AL,29,2020-11-12 12:00:00,,BEST,0,297N,825W,40,1001,TS,34,NEQ,60,100,40,60,1012,210,40,50,0,L,0,,0,0,ETA,D,12,NEQ,30,60,60,90,12
1613,AL,29,2020-11-12 18:00:00,,BEST,0,309N,813W,35,1003,TS,34,NEQ,60,100,20,60,1011,180,40,45,0,L,0,,0,0,ETA,M,12,NEQ,30,60,60,90,18
1614,AL,29,2020-11-13 00:00:00,,BEST,0,319N,799W,40,1004,TS,34,NEQ,60,100,0,60,1012,200,40,45,0,L,0,,0,0,ETA,M,12,NEQ,120,80,0,0,0
1615,AL,29,2020-11-13 06:00:00,,BEST,0,327N,780W,40,1004,TS,34,NEQ,60,100,0,60,1012,200,60,50,0,L,0,,0,0,ETA,M,12,NEQ,120,80,0,0,6
1616,AL,29,2020-11-13 12:00:00,,BEST,0,340N,753W,40,1004,EX,34,NEQ,60,100,0,60,1012,200,60,0,0,,0,,0,0,ETA,,0,,0,0,0,0,12
1617,AL,29,2020-11-13 18:00:00,,BEST,0,351N,725W,40,1005,EX,34,NEQ,60,100,0,60,1012,200,60,0,0,,0,,0,0,ETA,,0,,0,0,0,0,18
1618,AL,29,2020-11-14 00:00:00,,BEST,0,357N,692W,35,1006,EX,34,NEQ,60,100,0,60,1012,200,60,0,0,,0,,0,0,ETA,,0,,0,0,0,0,0
1619,AL,A7,2020-07-03 00:00:00,,BEST,0,317N,761W,20,1011,LO,0,,0,0,0,0,1013,120,60,0,0,,0,,0,0,GENESIS016,,0,,0,0,0,0,0
1620,AL,A7,2020-07-03 06:00:00,,BEST,0,310N,759W,20,1011,LO,0,,0,0,0,0,1013,120,60,0,0,,0,,0,0,GENESIS016,,0,,0,0,0,0,6
1621,AL,A7,2020-07-03 12:00:00,,BEST,0,304N,754W,20,1011,LO,0,,0,0,0,0,1013,120,60,0,0,,0,,0,0,GENESIS016,,0,,0,0,0,0,12
1622,AL,A7,2020-07-03 18:00:00,,BEST,0,300N,745W,25,1010,LO,0,,0,0,0,0,1013,120,45,0,0,,0,,0,0,GENESIS016,,0,,0,0,0,0,18
1623,AL,A7,2020-07-04 00:00:00,,BEST,0,300N,730W,30,1009,LO,0,,0,0,0,0,1013,120,30,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,0
1624,AL,A7,2020-07-04 06:00:00,,BEST,0,304N,712W,30,1009,LO,0,,0,0,0,0,1013,120,30,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
1625,AL,A7,2020-07-04 12:00:00,,BEST,0,309N,694W,30,1009,LO,34,NEQ,0,0,0,0,1012,120,30,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
1626,AL,C4,2020-09-06 06:00:00,,BEST,0,301N,621W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS041,,0,,0,0,0,0,6
1627,AL,C4,2020-09-06 12:00:00,,BEST,0,300N,629W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS041,,0,,0,0,0,0,12
1628,AL,C4,2020-09-06 18:00:00,,BEST,0,299N,638W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS041,,0,,0,0,0,0,18
1629,AL,C4,2020-09-07 00:00:00,,BEST,0,299N,647W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS041,,0,,0,0,0,0,0
1630,AL,C4,2020-09-07 06:00:00,,BEST,0,299N,656W,15,0,DB,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS041,,0,,0,0,0,0,6
1631,AL,C4,2020-09-07 12:00:00,,BEST,0,299N,664W,20,0,LO,0,,0,0,0,0,0,0,0,0,0,,0,,0,0,GENESIS041,,0,,0,0,0,0,12
1632,AL,C4,2020-09-07 18:00:00,,BEST,0,299N,671W,20,1012,LO,0,,0,0,0,0,1014,160,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
1633,AL,C4,2020-09-08 00:00:00,,BEST,0,299N,676W,20,1012,LO,0,,0,0,0,0,1014,160,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
1634,AL,C4,2020-09-08 06:00:00,,BEST,0,299N,684W,25,1011,LO,0,,0,0,0,0,1013,160,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
1635,AL,C4,2020-09-08 12:00:00,,BEST,0,299N,693W,25,1011,LO,0,,0,0,0,0,1013,160,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
1636,AL,C4,2020-09-08 18:00:00,,BEST,0,300N,702W,20,1011,LO,0,,0,0,0,0,1013,160,120,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
1637,AL,C4,2020-09-09 00:00:00,,BEST,0,302N,713W,20,1011,LO,0,,0,0,0,0,1013,130,120,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
1638,AL,C4,2020-09-09 06:00:00,,BEST,0,305N,724W,20,1012,LO,0,,0,0,0,0,1014,130,120,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
1639,AL,C4,2020-09-09 12:00:00,,BEST,0,307N,730W,20,1012,LO,0,,0,0,0,0,1016,125,120,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
1640,AL,C4,2020-09-09 18:00:00,,BEST,0,310N,739W,20,1013,LO,0,,0,0,0,0,1017,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
1641,AL,C4,2020-09-10 00:00:00,,BEST,0,316N,748W,20,1015,LO,0,,0,0,0,0,1017,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
1642,AL,C4,2020-09-10 06:00:00,,BEST,0,328N,762W,20,1017,LO,0,,0,0,0,0,1018,120,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
1643,AL,C4,2020-09-10 12:00:00,,BEST,0,337N,771W,20,1018,DB,34,NEQ,0,0,0,0,1019,90,60,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
1644,AL,E7,2020-11-07 18:00:00,,BEST,0,277N,500W,15,0,DB,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,18
1645,AL,E7,2020-11-08 00:00:00,,BEST,0,281N,490W,15,0,DB,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,0
1646,AL,E7,2020-11-08 06:00:00,,BEST,0,283N,482W,15,0,DB,0,,0,0,0,0,,,,,,,,,,,,,,,,,,,6
1647,AL,E7,2020-11-08 12:00:00,,BEST,0,284N,473W,25,1010,DB,0,,0,0,0,0,1016,250,70,0,0,,0,,0,0,GENESIS065,,0,,0,0,0,0,12
1648,AL,E7,2020-11-08 18:00:00,,BEST,0,284N,469W,25,1010,EX,0,,0,0,0,0,1016,250,70,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
1649,AL,E7,2020-11-09 00:00:00,,BEST,0,285N,459W,25,1010,EX,0,,0,0,0,0,1016,250,70,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
1650,AL,E7,2020-11-09 06:00:00,,BEST,0,286N,449W,30,1007,EX,0,,0,0,0,0,1014,250,70,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
1651,AL,E7,2020-11-09 12:00:00,,BEST,0,288N,438W,35,1005,EX,34,NEQ,0,0,0,70,1014,250,70,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
1652,AL,E7,2020-11-09 18:00:00,,BEST,0,288N,424W,35,1005,EX,34,NEQ,0,0,0,70,1014,250,70,45,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,18
1653,AL,E7,2020-11-10 00:00:00,,BEST,0,288N,410W,45,1000,SS,34,NEQ,0,70,100,100,1014,230,40,55,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,0
1654,AL,22,2020-09-17 06:00:00,,BEST,0,211N,949W,30,1007,LO,0,,0,0,0,0,1011,100,35,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
1655,AL,22,2020-09-17 12:00:00,,BEST,0,215N,947W,30,1007,TD,0,,0,0,0,0,1011,100,35,40,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
1656,AL,22,2020-09-17 18:00:00,,BEST,0,218N,944W,30,1005,TD,0,,0,0,0,0,1011,100,35,0,0,L,0,,0,0,TWENTY-TWO,M,0,,0,0,0,0,18
1657,AL,22,2020-09-18 00:00:00,,BEST,0,220N,942W,30,1005,TD,0,,0,0,0,0,1009,180,40,40,0,L,0,,0,0,TWENTY-TWO,M,0,,0,0,0,0,0
1658,AL,22,2020-09-18 06:00:00,,BEST,0,226N,941W,30,1005,TD,0,,0,0,0,0,1009,180,40,40,0,L,0,,0,0,TWENTY-TWO,M,0,,0,0,0,0,6
1659,AL,22,2020-09-18 12:00:00,,BEST,0,232N,938W,30,1005,TD,0,,0,0,0,0,1009,180,40,40,0,L,0,,0,0,TWENTY-TWO,M,0,,0,0,0,0,12
1660,AL,22,2020-09-18 18:00:00,,BEST,0,241N,931W,40,1003,TS,34,NEQ,90,0,0,80,1009,180,40,45,0,L,0,,0,0,TWENTY-TWO,M,0,,0,0,0,0,18
1661,AL,22,2020-09-19 00:00:00,,BEST,0,252N,923W,50,1000,TS,34,NEQ,150,40,40,90,1009,190,70,60,0,L,0,,0,0,BETA,M,0,,0,0,0,0,0
1662,AL,22,2020-09-19 00:00:00,,BEST,0,252N,923W,50,1000,TS,50,NEQ,80,0,0,50,1009,190,70,60,0,L,0,,0,0,BETA,M,0,,0,0,0,0,0
1663,AL,22,2020-09-19 06:00:00,,BEST,0,258N,923W,50,996,TS,34,NEQ,150,40,40,90,1009,190,70,60,0,L,0,,0,0,BETA,M,12,NEQ,0,0,0,90,6
1664,AL,22,2020-09-19 06:00:00,,BEST,0,258N,923W,50,996,TS,50,NEQ,80,0,0,50,1009,190,70,60,0,L,0,,0,0,BETA,M,12,NEQ,0,0,0,90,6
1665,AL,22,2020-09-19 12:00:00,,BEST,0,264N,924W,50,994,TS,34,NEQ,150,40,40,90,1009,190,60,60,0,L,0,,0,0,BETA,M,0,,0,0,0,0,12
1666,AL,22,2020-09-19 12:00:00,,BEST,0,264N,924W,50,994,TS,50,NEQ,60,0,0,50,1009,190,60,60,0,L,0,,0,0,BETA,M,0,,0,0,0,0,12
1667,AL,22,2020-09-19 18:00:00,,BEST,0,266N,922W,50,995,TS,34,NEQ,150,40,40,140,1009,190,40,60,0,L,0,,0,0,BETA,M,12,NEQ,0,0,30,90,18
1668,AL,22,2020-09-19 18:00:00,,BEST,0,266N,922W,50,995,TS,50,NEQ,60,0,0,50,1009,190,40,60,0,L,0,,0,0,BETA,M,12,NEQ,0,0,30,90,18
1669,AL,22,2020-09-20 00:00:00,,BEST,0,268N,921W,50,997,TS,34,NEQ,160,40,40,140,1009,150,80,60,0,L,0,,0,0,BETA,M,12,NEQ,30,0,120,120,0
1670,AL,22,2020-09-20 00:00:00,,BEST,0,268N,921W,50,997,TS,50,NEQ,80,0,0,0,1009,150,80,60,0,L,0,,0,0,BETA,M,12,NEQ,30,0,120,120,0
1671,AL,22,2020-09-20 06:00:00,,BEST,0,269N,925W,50,998,TS,34,NEQ,170,30,40,140,1009,150,75,60,0,L,0,,0,0,BETA,M,12,NEQ,60,0,150,150,6
1672,AL,22,2020-09-20 06:00:00,,BEST,0,269N,925W,50,998,TS,50,NEQ,80,0,0,0,1009,150,75,60,0,L,0,,0,0,BETA,M,12,NEQ,60,0,150,150,6
1673,AL,22,2020-09-20 12:00:00,,BEST,0,271N,928W,50,996,TS,34,NEQ,170,30,40,140,1009,150,75,60,0,L,0,,0,0,BETA,M,12,NEQ,90,0,180,180,12
1674,AL,22,2020-09-20 12:00:00,,BEST,0,271N,928W,50,996,TS,50,NEQ,80,0,0,0,1009,150,75,60,0,L,0,,0,0,BETA,M,12,NEQ,90,0,180,180,12
1675,AL,22,2020-09-20 18:00:00,,BEST,0,275N,936W,55,996,TS,34,NEQ,170,30,40,140,1009,150,40,60,0,L,0,,0,0,BETA,D,12,NEQ,90,0,180,180,18
1676,AL,22,2020-09-20 18:00:00,,BEST,0,275N,936W,55,996,TS,50,NEQ,80,0,0,0,1009,150,40,60,0,L,0,,0,0,BETA,D,12,NEQ,90,0,180,180,18
1677,AL,22,2020-09-21 00:00:00,,BEST,0,275N,941W,50,993,TS,34,NEQ,170,30,40,130,1010,150,60,60,0,L,0,,0,0,BETA,M,12,NEQ,90,60,180,180,0
1678,AL,22,2020-09-21 00:00:00,,BEST,0,275N,941W,50,993,TS,50,NEQ,80,0,0,0,1010,150,60,60,0,L,0,,0,0,BETA,M,12,NEQ,90,60,180,180,0
1679,AL,22,2020-09-21 06:00:00,,BEST,0,276N,948W,45,995,TS,34,NEQ,150,0,40,120,1010,150,60,55,0,L,0,,0,0,BETA,M,12,NEQ,90,90,150,150,6
1680,AL,22,2020-09-21 12:00:00,,BEST,0,278N,955W,45,997,TS,34,NEQ,150,0,40,120,1010,150,60,55,0,L,0,,0,0,BETA,M,12,NEQ,90,60,120,120,12
1681,AL,22,2020-09-21 18:00:00,,BEST,0,281N,960W,40,999,TS,34,NEQ,150,0,40,80,1010,150,60,50,0,L,0,,0,0,BETA,M,12,NEQ,90,60,120,120,18
1682,AL,22,2020-09-22 00:00:00,,BEST,0,283N,963W,45,998,TS,34,NEQ,110,0,40,60,1010,150,20,50,0,L,0,,0,0,BETA,M,12,NEQ,90,60,60,120,0
1683,AL,22,2020-09-22 02:00:00,45,BEST,0,284N,964W,45,997,TS,34,NEQ,110,0,40,60,1010,150,20,0,0,,0,,0,0,BETA,,0,,0,0,0,0,2
1684,AL,22,2020-09-22 06:00:00,,BEST,0,286N,966W,40,999,TS,34,NEQ,90,40,30,40,1013,130,20,45,0,L,0,,0,0,BETA,M,12,NEQ,60,30,30,30,6
1685,AL,22,2020-09-22 12:00:00,,BEST,0,288N,968W,35,1002,TS,34,NEQ,90,50,20,30,1013,130,20,45,0,L,0,,0,0,BETA,M,0,,0,0,0,0,12
1686,AL,22,2020-09-22 18:00:00,,BEST,0,289N,965W,25,1006,TD,34,NEQ,0,0,0,0,1013,130,40,35,0,L,0,,0,0,BETA,M,0,,0,0,0,0,18
1687,AL,22,2020-09-23 00:00:00,,BEST,0,290N,958W,25,1007,EX,0,,0,0,0,0,1011,130,40,35,0,L,0,,0,0,BETA,M,0,,0,0,0,0,0
1688,AL,22,2020-09-23 06:00:00,,BEST,0,294N,954W,25,1007,EX,0,,0,0,0,0,1012,150,40,35,0,L,0,,0,0,BETA,S,0,,0,0,0,0,6
1689,AL,22,2020-09-23 12:00:00,,BEST,0,300N,946W,25,1007,EX,0,,0,0,0,0,1012,150,40,35,0,L,0,,0,0,BETA,S,0,,0,0,0,0,12
1690,AL,22,2020-09-23 18:00:00,,BEST,0,303N,938W,25,1006,EX,0,,0,0,0,0,1012,200,40,30,0,L,0,,0,0,BETA,S,0,,0,0,0,0,18
1691,AL,22,2020-09-24 00:00:00,,BEST,0,308N,924W,25,1005,EX,0,,0,0,0,0,1010,200,100,35,0,L,0,,0,0,BETA,S,0,,0,0,0,0,0
1692,AL,22,2020-09-24 06:00:00,,BEST,0,316N,915W,25,1004,EX,0,,0,0,0,0,1011,215,120,35,0,L,0,,0,0,BETA,S,0,,0,0,0,0,6
1693,AL,22,2020-09-24 12:00:00,,BEST,0,324N,906W,25,1003,EX,0,,0,0,0,0,1008,95,90,35,0,L,0,,0,0,BETA,S,0,,0,0,0,0,12
1694,AL,22,2020-09-24 18:00:00,,BEST,0,330N,891W,20,1008,EX,34,NEQ,0,0,0,0,1012,95,90,25,0,L,0,,0,0,BETA,S,0,,0,0,0,0,18
1695,AL,22,2020-09-25 00:00:00,,BEST,0,336N,876W,20,1009,EX,34,NEQ,0,0,0,0,1011,130,110,30,0,L,0,,0,0,BETA,S,0,,0,0,0,0,0
1696,AL,22,2020-09-25 06:00:00,,BEST,0,341N,865W,15,1010,EX,34,NEQ,0,0,0,0,1012,130,110,15,0,L,0,,0,0,BETA,S,0,,0,0,0,0,6
1697,AL,01,2020-05-16 18:00:00,,BEST,0,280N,787W,30,1008,TD,0,,0,0,0,0,1012,150,25,0,0,L,0,,0,0,ONE,M,0,,0,0,0,0,18
1698,AL,01,2020-05-17 00:00:00,,BEST,0,289N,780W,35,1006,TS,34,NEQ,70,70,0,0,1012,150,25,40,0,L,0,,0,0,ONE,M,12,NEQ,150,0,0,150,0
1699,AL,01,2020-05-17 06:00:00,,BEST,0,296N,776W,35,1004,TS,34,NEQ,70,70,0,0,1012,150,25,45,0,L,0,,0,0,ARTHUR,M,12,NEQ,150,75,0,105,6
1700,AL,01,2020-05-17 12:00:00,,BEST,0,303N,775W,35,1003,TS,34,NEQ,90,90,0,0,1014,180,60,45,0,L,0,,0,0,ARTHUR,M,12,NEQ,120,75,0,105,12
1701,AL,01,2020-05-17 18:00:00,,BEST,0,310N,773W,40,1003,TS,34,NEQ,90,90,0,0,1013,160,60,50,0,L,0,,0,0,ARTHUR,M,12,NEQ,120,90,0,105,18
1702,AL,01,2020-05-18 00:00:00,,BEST,0,319N,770W,40,1003,TS,34,NEQ,90,90,0,0,1013,160,60,45,0,L,0,,0,0,ARTHUR,M,12,NEQ,120,90,0,90,0
1703,AL,01,2020-05-18 06:00:00,,BEST,0,331N,767W,40,1002,TS,34,NEQ,90,90,0,0,1011,160,60,50,0,L,0,,0,0,ARTHUR,M,12,NEQ,120,90,0,90,6
1704,AL,01,2020-05-18 12:00:00,,BEST,0,344N,759W,45,1000,TS,34,NEQ,110,90,0,0,1012,150,50,50,0,L,0,,0,0,ARTHUR,M,12,NEQ,120,90,30,90,12
1705,AL,01,2020-05-18 18:00:00,,BEST,0,355N,747W,45,993,TS,34,NEQ,110,100,0,40,1011,150,50,55,0,L,0,,0,0,ARTHUR,M,12,NEQ,120,90,30,60,18
1706,AL,01,2020-05-19 00:00:00,,BEST,0,362N,731W,50,991,TS,34,NEQ,110,110,90,90,1012,160,50,55,0,L,0,,0,0,ARTHUR,M,12,NEQ,90,120,60,90,0
1707,AL,01,2020-05-19 00:00:00,,BEST,0,362N,731W,50,991,TS,50,NEQ,0,0,0,60,1012,160,50,55,0,L,0,,0,0,ARTHUR,M,12,NEQ,90,120,60,90,0
1708,AL,01,2020-05-19 06:00:00,,BEST,0,368N,714W,50,990,TS,34,NEQ,200,110,110,90,1012,160,35,60,0,L,0,,0,0,ARTHUR,M,12,NEQ,120,150,90,90,6
1709,AL,01,2020-05-19 06:00:00,,BEST,0,368N,714W,50,990,TS,50,NEQ,0,0,0,60,1012,160,35,60,0,L,0,,0,0,ARTHUR,M,12,NEQ,120,150,90,90,6
1710,AL,01,2020-05-19 12:00:00,,BEST,0,370N,695W,55,989,EX,34,NEQ,300,120,100,210,1012,160,40,60,0,L,0,,0,0,ARTHUR,M,12,NEQ,210,180,150,180,12
1711,AL,01,2020-05-19 12:00:00,,BEST,0,370N,695W,55,989,EX,50,NEQ,90,0,0,60,1012,160,40,60,0,L,0,,0,0,ARTHUR,M,12,NEQ,210,180,150,180,12
1712,AL,01,2020-05-19 18:00:00,,BEST,0,369N,678W,50,991,EX,34,NEQ,300,120,100,210,1012,160,45,0,0,L,0,,0,0,ARTHUR,M,0,,0,0,0,0,18
1713,AL,01,2020-05-19 18:00:00,,BEST,0,369N,678W,50,991,EX,50,NEQ,90,0,0,50,1012,160,45,0,0,L,0,,0,0,ARTHUR,M,0,,0,0,0,0,18
1714,AL,01,2020-05-20 00:00:00,,BEST,0,362N,668W,50,993,EX,34,NEQ,240,150,90,90,1012,160,45,0,0,,0,,0,0,ARTHUR,,0,,0,0,0,0,0
1715,AL,01,2020-05-20 00:00:00,,BEST,0,362N,668W,50,993,EX,50,NEQ,90,0,0,0,1012,160,45,0,0,,0,,0,0,ARTHUR,,0,,0,0,0,0,0
1716,AL,01,2020-05-20 06:00:00,,BEST,0,355N,660W,50,997,EX,34,NEQ,200,130,90,90,1012,160,45,0,0,,0,,0,0,ARTHUR,,0,,0,0,0,0,6
1717,AL,01,2020-05-20 06:00:00,,BEST,0,355N,660W,50,997,EX,50,NEQ,90,0,0,0,1012,160,45,0,0,,0,,0,0,ARTHUR,,0,,0,0,0,0,6
1718,AL,01,2020-05-20 12:00:00,,BEST,0,346N,656W,50,1002,EX,34,NEQ,200,130,90,90,1012,160,45,0,0,,0,,0,0,ARTHUR,,0,,0,0,0,0,12
1719,AL,01,2020-05-20 12:00:00,,BEST,0,346N,656W,50,1002,EX,50,NEQ,60,0,0,0,1012,160,45,0,0,,0,,0,0,ARTHUR,,0,,0,0,0,0,12
1720,AL,01,2020-05-20 18:00:00,,BEST,0,337N,653W,45,1006,EX,34,NEQ,200,0,0,90,1012,160,45,0,0,,0,,0,0,ARTHUR,,0,,0,0,0,0,18
1721,AL,01,2020-05-21 00:00:00,,BEST,0,328N,650W,40,1008,EX,34,NEQ,200,0,0,90,1012,160,45,0,0,,0,,0,0,ARTHUR,,0,,0,0,0,0,0
1722,AL,E6,2020-10-29 00:00:00,,BEST,0,120N,590W,20,0,DB,0,,0,0,0,0,1009,100,90,0,0,,0,,0,0,GENESIS063,,0,,0,0,0,0,0
1723,AL,E6,2020-10-29 06:00:00,,BEST,0,122N,596W,20,0,DB,0,,0,0,0,0,1009,100,90,0,0,,0,,0,0,GENESIS063,,0,,0,0,0,0,6
1724,AL,E6,2020-10-29 12:00:00,,BEST,0,124N,603W,20,0,DB,0,,0,0,0,0,1009,100,90,0,0,,0,,0,0,GENESIS063,,0,,0,0,0,0,12
1725,AL,E6,2020-10-29 18:00:00,,BEST,0,126N,610W,20,0,DB,0,,0,0,0,0,1009,100,90,0,0,,0,,0,0,GENESIS063,,0,,0,0,0,0,18
1726,AL,E6,2020-10-30 00:00:00,,BEST,0,132N,621W,20,1008,DB,0,,0,0,0,0,1009,100,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
1727,AL,E6,2020-10-30 06:00:00,,BEST,0,137N,636W,25,1007,DB,0,,0,0,0,0,1008,100,90,0,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
1728,AL,E6,2020-10-30 12:00:00,,BEST,0,142N,654W,25,1007,DB,0,,0,0,0,0,1008,100,90,35,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
1729,AL,E6,2020-10-30 18:00:00,,BEST,0,146N,672W,25,1007,DB,0,,0,0,0,0,1008,110,70,35,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,18
1730,AL,E6,2020-10-31 00:00:00,,BEST,0,148N,685W,25,1007,DB,0,,0,0,0,0,1008,110,70,35,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,0
1731,AL,E6,2020-10-31 06:00:00,,BEST,0,149N,698W,25,1007,DB,0,,0,0,0,0,1008,110,60,0,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,6
1732,AL,E6,2020-10-31 12:00:00,,BEST,0,149N,711W,25,1007,DB,0,,0,0,0,0,1011,100,60,35,0,L,0,,0,0,INVEST,M,0,,0,0,0,0,12
1733,AL,E6,2020-10-31 18:00:00,,BEST,0,149N,724W,30,1006,TD,34,NEQ,0,0,0,0,1010,100,60,40,0,L,0,,0,0,TWENTY-NIN,M,0,,0,0,0,0,18
1734,AL,20,2020-09-12 06:00:00,,BEST,0,110N,314W,25,1007,TD,0,,0,0,0,0,1009,180,120,35,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,6
1735,AL,20,2020-09-12 12:00:00,,BEST,0,112N,324W,30,1006,TD,0,,0,0,0,0,1009,180,120,35,0,L,0,,0,0,INVEST,S,0,,0,0,0,0,12
1736,AL,20,2020-09-12 18:00:00,,BEST,0,114N,333W,30,1005,TD,0,,0,0,0,0,1009,180,110,40,0,L,0,,0,0,TWENTY,S,0,,0,0,0,0,18
1737,AL,20,2020-09-13 00:00:00,,BEST,0,116N,342W,30,1005,TD,0,,0,0,0,0,1009,180,110,40,0,L,0,,0,0,TWENTY,S,0,,0,0,0,0,0
1738,AL,20,2020-09-13 06:00:00,,BEST,0,119N,351W,30,1005,TD,0,,0,0,0,0,1009,180,100,40,0,L,0,,0,0,TWENTY,M,0,,0,0,0,0,6
1739,AL,20,2020-09-13 12:00:00,,BEST,0,122N,362W,30,1006,TD,0,,0,0,0,0,1011,210,100,40,0,L,0,,0,0,TWENTY,M,12,NEQ,75,0,0,75,12
1740,AL,20,2020-09-13 18:00:00,,BEST,0,126N,374W,30,1006,TD,0,,0,0,0,0,1011,240,70,40,0,L,0,,0,0,TWENTY,M,12,NEQ,60,0,0,60,18
1741,AL,20,2020-09-14 00:00:00,,BEST,0,129N,387W,35,1004,TS,34,NEQ,0,0,40,0,1011,240,40,40,0,L,0,,0,0,TWENTY,M,12,NEQ,60,60,0,0,0
1742,AL,20,2020-09-14 06:00:00,,BEST,0,129N,404W,35,1004,TS,34,NEQ,0,0,40,40,1011,240,40,0,0,L,0,,0,0,TEDDY,M,0,,0,0,0,0,6
